TAIR ID;Short name;Full name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1_logFC_0.5h_PRJEB19862;2_logFC_0.5h_GSE18975;3_logFC_1h_GSE149410;4_logFC_1h_GSE18975;5_logFC_2h_GSE3350;6_logFC_2h_GSE35580;7_logFC_2h_GSE42896;8_logFC_2h_GSE627;9_logFC_3h_GSE18975;10_logFC_3h_GSE58028;11_logFC_4h_SRP033494;12_logFC_4h_GSE42007;13_logFC_4h_GSE7432;14_logFC_6h_SRP102803;15_logFC_6h_GSE3350;16_logFC_6h_GSE42896;17_logFC_6h_GSE59426;18_logFC_8h_GSE42007;19_logFC_12h_GSE42007;20_logFC_18h_GSE59741;21_logFC_24h_GSE42007;22_logFC_55h_SRP074436;23_logFC_72h_SRP214076;FDR_0.5h_PRJEB19862;FDR_0.5h_GSE18975;FDR_1h_GSE149410;FDR_1h_GSE18975;FDR_2h_GSE3350;FDR_2h_GSE35580;FDR_2h_GSE42896;FDR_2h_GSE627;FDR_3h_GSE18975;FDR_3h_GSE58028;FDR_4h_SRP033494;FDR_4h_GSE42007;FDR_4h_GSE7432;FDR_6h_SRP102803;FDR_6h_GSE3350;FDR_6h_GSE42896;FDR_6h_GSE59426;FDR_8h_GSE42007;FDR_12h_GSE42007;FDR_18h_GSE59741;FDR_24h_GSE42007;FDR_55h_SRP074436;FDR_72h_SRP214076
AT3G22220;AT3G22220;hAT transposon superfamily(AT3G22220);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;;;
AT5G50480;NF-YC6;nuclear factor Y, subunit C6(NF-YC6);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.2E-02;;;;;;;;;;;;;;;;;;
AT2G07000;AT2G07000;hypothetical protein(AT2G07000);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;;;;
AT3G21410;AT3G21410;F-box and associated interaction domains-containing protein(AT3G21410);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.7E-02;;;;;;;;;;;;;;;;;;
AT1G18520;TET11;tetraspanin11(TET11);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.3E-02;;;;;;;;;;;;;;;;;;
AT4G32105;AT4G32105;Beta-1,3-N-Acetylglucosaminyltransferase family protein(AT4G32105);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.9E-02;;;;;;;;;;;;;;;;;;
AT4G08670;LTPG4;Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G08670);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.3E-02;;;;;;;;;;;;;;;;;;
AT5G22470;PARP3;poly ADP-ribose polymerase 3(AT5G22470);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.4E-02;;;;;;;;;;;;;;;;;;
AT1G10920;LOV1;NB-ARC domain-containing disease resistance protein(LOV1);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;;;
AT4G20060;EMB1895;ARM repeat superfamily protein(EMB1895);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.3E-02;;;;;;;;;;;;;;;;;;
AT2G04820;;hypothetical protein(AT2G04820);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;;;
AT5G51170;AtUSB1;U6 snRNA phosphodiesterase-like protein(AT5G51170);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.2E-02;;;;;;;;;;;;;;;;;;
AT3G21170;AT3G21170;F-box/associated interaction domain protein(AT3G21170);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.0E-02;;;;;;;;;;;;;;;;;;
AT2G26490;AT2G26490;Transducin/WD40 repeat-like superfamily protein(AT2G26490);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.8E-02;;;;;;;;;;;;;;;;;;
AT1G12720;;hypothetical protein(AT1G12720);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;;;
AT3G62180;AT3G62180;Plant invertase/pectin methylesterase inhibitor superfamily protein(AT3G62180);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.9E-02;;;;;;;;;;;;;;;;;;
AT5G49050;AT5G49050;universal stress A-like protein(AT5G49050);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.5E-02;;;;;;;;;;;;;;;;;;
AT2G12480;SCPL43;serine carboxypeptidase-like 43(SCPL43);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;;;;
AT1G78750;AT1G78750;F-box/RNI-like superfamily protein(AT1G78750);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.8E-02;;;;;;;;;;;;;;;;;;
AT5G26635;;;5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.7E-02;;;;;;;;;;;;;;;;;;
AT2G21080;AT2G21080;Ras guanine nucleotide exchange factor K(AT2G21080);5;;1;2_3h;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.2E-02;;;;;;;;;;;;;;;;;;
AT1G11220;AT1G11220;cotton fiber, putative (DUF761)(AT1G11220);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;;;;
AT3G04170;AT3G04170;RmlC-like cupins superfamily protein(AT3G04170);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;;;;
AT2G27410;AT2G27410;B3 domain protein, putative (DUF313)(AT2G27410);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;;;
AT2G10740;;hypothetical protein(AT2G10740);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.3E-02;;;;;;;;;;;;;;;;;;
AT5G24700;;;5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.2E-02;;;;;;;;;;;;;;;;;;
AT5G38070;AT5G38070;RING/FYVE/PHD zinc finger superfamily protein(AT5G38070);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.8E-02;;;;;;;;;;;;;;;;;;
AT5G50770;HSD6;hydroxysteroid dehydrogenase 6(HSD6);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.3E-02;;;;;;;;;;;;;;;;;;
AT5G13620;AT5G13620;hypothetical protein(AT5G13620);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.6E-02;;;;;;;;;;;;;;;;;;
AT5G04610;AT5G04610;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G04610);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.1E-02;;;;;;;;;;;;;;;;;;
AT3G42770;AT3G42770;F-box/RNI-like/FBD-like domains-containing protein(AT3G42770);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.6E-02;;;;;;;;;;;;;;;;;;
AT5G55450;AtLTP4.4;Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G55450);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.9E-02;;;;;;;;;;;;;;;;;;
AT1G62340;ALE1;PA-domain containing subtilase family protein(ALE1);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;;;
AT1G59550;AT1G59550;UBX domain-containing protein(AT1G59550);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.1E-02;;;;;;;;;;;;;;;;;;
AT2G06820;;hypothetical protein(AT2G06820);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.8E-02;;;;;;;;;;;;;;;;;;
AT4G07790;;hypothetical protein(AT4G07790);5;;1;2_3h;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.8E-02;;;;;;;;;;;;;;;;;;
AT5G27510;AT5G27510;Protein kinase superfamily protein(AT5G27510);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.1E-02;;;;;;;;;;;;;;;;;;
AT3G18220;LPP4;Phosphatidic acid phosphatase (PAP2) family protein(LPP4);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.9E-02;;;;;;;;;;;;;;;;;;
AT1G01760;TAD1;denosine deaminases acting on tRNA(AT1G01760);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;9.4E-03;;;;;;;;;;;;;;;;;;
AT1G24520;BCP1;homolog of Brassica campestris pollen protein 1(BCP1);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.0E-02;;;;;;;;;;;;;;;;;;
AT2G42330;AT2G42330;GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain-containing protein(AT2G42330);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;3.1E-02;;;;;;;;;;;;;;;;;;
AT3G24220;NCED6;nine-cis-epoxycarotenoid dioxygenase 6(NCED6);5;;1;2_3h;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;2.5E-02;;;;;;;;;;;;;;;;;;
AT5G02910;AT5G02910;F-box/RNI-like superfamily protein(AT5G02910);6;;1;2_3h;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.9E-02;;;;;;;;;;;;;;;;;
AT4G10845;AT4G10845;;6;;1;2_3h;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.6E-02;;;;;;;;;;;;;;;;;
AT3G24640;AT3G24640;lyase(AT3G24640);6;;1;2_3h;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.9E-02;;;;;;;;;;;;;;;;;
AT3G29140;AT3G29140;hypothetical protein(AT3G29140);6;;1;2_3h;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.6E-02;;;;;;;;;;;;;;;;;
AT1G72850;AT1G72850;Disease resistance protein (TIR-NBS class)(AT1G72850);6;;1;2_3h;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.3E-02;;;;;;;;;;;;;;;;;
AT4G27650;PEL1;Eukaryotic release factor 1 (eRF1) family protein(PEL1);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.0E-02;;;;;;;;;;;;;;;;;
AT1G31670;AT1G31670;Copper amine oxidase family protein(AT1G31670);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.4E-02;;;;;;;;;;;;;;;;;
AT5G46670;AT5G46670;Cysteine/Histidine-rich C1 domain family protein(AT5G46670);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.3E-02;;;;;;;;;;;;;;;;;
AT2G17730;NIP2;NEP-interacting protein 2(NIP2);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.3E-02;;;;;;;;;;;;;;;;;
AT1G33430;AT1G33430;Galactosyltransferase family protein(AT1G33430);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.8E-02;;;;;;;;;;;;;;;;;
AT2G06150;;hypothetical protein(AT2G06150);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.4E-02;;;;;;;;;;;;;;;;;
AT4G00320;AT4G00320;F-box/RNI-like superfamily protein(AT4G00320);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.8E-02;;;;;;;;;;;;;;;;;
AT1G58260;CYP79C2;cytochrome p450 79c2(CYP79C2);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.3E-02;;;;;;;;;;;;;;;;;
AT3G08700;UBC12;ubiquitin-conjugating enzyme 12(UBC12);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.1E-02;;;;;;;;;;;;;;;;;
AT5G25750;AT5G25750;hypothetical protein(AT5G25750);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;;
AT3G49370;AT3G49370;Calcium-dependent protein kinase (CDPK) family protein(AT3G49370);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;;
AT2G20430;RIC6;ROP-interactive CRIB motif-containing protein 6(RIC6);6;;1;2_3h;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;;
AT1G43620;UGT80B1;UDP-Glycosyltransferase superfamily protein(UGT80B1);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.1E-02;;;;;;;;;;;;;;;;;
AT4G09430;AT4G09430;disease resistance protein (TIR-NBS-LRR class)(AT4G09430);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;4.0E-02;;;;;;;;;;;;;;;;;
AT5G05420;AT5G05420;FKBP-like peptidyl-prolyl cis-trans isomerase family protein(AT5G05420);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.3E-02;;;;;;;;;;;;;;;;;
AT3G46480;AT3G46480;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G46480);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;3.0E-02;;;;;;;;;;;;;;;;;
AT2G34320;AT2G34320;Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT2G34320);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.3E-02;;;;;;;;;;;;;;;;;
AT2G24100;ASG1;ATP-dependent DNA helicase(ASG1);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;2.4E-02;;;;;;;;;;;;;;;;;
AT2G07740;;hypothetical protein(AT2G07740);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;;
AT3G18460;AT3G18460;PLAC8 family protein(AT3G18460);6;;1;2_3h;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;2.4E-02;;;;;;;;;;;;;;;;;
AT1G01450;AT1G01450;Protein kinase superfamily protein(AT1G01450);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;2.0E-02;;;;;;;;;;;;;;;;;
AT2G32740;GT13;galactosyltransferase 13(GT13);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;2.0E-02;;;;;;;;;;;;;;;;;
AT2G13660;AT2G13660;hypothetical protein(AT2G13660);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;6.3E-03;;;;;;;;;;;;;;;;;
AT1G64105;NAC027;NAC domain containing protein 27(NAC027);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;1.0E-02;;;;;;;;;;;;;;;;;
AT4G33330;PGSIP3;plant glycogenin-like starch initiation protein 3(PGSIP3);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;1.8E-02;;;;;;;;;;;;;;;;;
AT4G27170;SESA4;seed storage albumin 4(SESA4);6;;1;2_3h;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;2.7E-02;;;;;;;;;;;;;;;;;
AT2G18270;AT2G18270;hypothetical protein(AT2G18270);6;;1;2_3h;;;;;;-0.8;;;;;;;;;;;;;;;;;;;;;;;3.1E-02;;;;;;;;;;;;;;;;;
AT5G05430;AT5G05430;RNA-binding protein(AT5G05430);6;;1;2_3h;;;;;;-0.9;;;;;;;;;;;;;;;;;;;;;;;3.0E-03;;;;;;;;;;;;;;;;;
AT1G68700;AT1G68700;transmembrane protein(AT1G68700);6;;1;2_3h;;;;;;-0.9;;;;;;;;;;;;;;;;;;;;;;;1.1E-02;;;;;;;;;;;;;;;;;
AT1G17740;;;6;;1;2_3h;;;;;;-0.9;;;;;;;;;;;;;;;;;;;;;;;1.3E-02;;;;;;;;;;;;;;;;;
AT3G32040;AT3G32040;Terpenoid synthases superfamily protein(AT3G32040);6;;1;2_3h;;;;;;-0.9;;;;;;;;;;;;;;;;;;;;;;;1.2E-02;;;;;;;;;;;;;;;;;
AT2G24140;AT2G24140;myosin-J heavy chain-like protein (Protein of unknown function, DUF593)(AT2G24140);6;;1;2_3h;;;;;;-1.0;;;;;;;;;;;;;;;;;;;;;;;5.8E-03;;;;;;;;;;;;;;;;;
AT1G62870;AT1G62870;hypothetical protein(AT1G62870);6;;1;2_3h;;;;;;-1.1;;;;;;;;;;;;;;;;;;;;;;;8.6E-03;;;;;;;;;;;;;;;;;
AT5G49290;RLP56;receptor like protein 56(RLP56);6;;1;2_3h;;;;;;-1.1;;;;;;;;;;;;;;;;;;;;;;;4.1E-03;;;;;;;;;;;;;;;;;
AT3G19040;HAF2;histone acetyltransferase of the TAFII250 family 2(HAF2);6;;1;2_3h;;;;;;-1.2;;;;;;;;;;;;;;;;;;;;;;;4.0E-03;;;;;;;;;;;;;;;;;
AT3G45840;AT3G45840;Cysteine/Histidine-rich C1 domain family protein(AT3G45840);6;;1;2_3h;;;;;;-1.4;;;;;;;;;;;;;;;;;;;;;;;7.4E-04;;;;;;;;;;;;;;;;;
AT4G33340;;;6;;1;2_3h;;;;;;-2.1;;;;;;;;;;;;;;;;;;;;;;;3.2E-05;;;;;;;;;;;;;;;;;
AT5G40550;SGF29b;SGF29 tudor-like domain-containing protein(SGF29b);7;;1;2_3h;;;;;;;-0.3;;;;;;;;;;;;;;;;;;;;;;;4.8E-02;;;;;;;;;;;;;;;;
AT5G28440;;hypothetical protein(AT5G28440);7;;1;2_3h;;;;;;;-0.3;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;
AT3G55460;SCL30;SC35-like splicing factor 30(SCL30);7;;1;2_3h;;;;;;;-0.3;;;;;;;;;;;;;;;;;;;;;;;4.1E-02;;;;;;;;;;;;;;;;
AT1G17640;RBGD1;RNA-binding (RRM/RBD/RNP motifs) family protein(AT1G17640);7;;1;2_3h;;;;;;;-0.3;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;;
AT5G57950;AT5G57950;26S proteasome regulatory subunit(AT5G57950);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;
AT3G26110;AT3G26110;Anther-specific protein agp1-like protein(AT3G26110);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;4.0E-02;;;;;;;;;;;;;;;;
AT5G45760;AT5G45760;Transducin/WD40 repeat-like superfamily protein(AT5G45760);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;1.7E-02;;;;;;;;;;;;;;;;
AT3G59380;FTA;farnesyltransferase A(FTA);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.0E-02;;;;;;;;;;;;;;;;
AT1G02160;AT1G02160;Cox19 family protein (CHCH motif)(AT1G02160);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.1E-02;;;;;;;;;;;;;;;;
AT1G24320;AT1G24320;Six-hairpin glycosidases superfamily protein(AT1G24320);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.5E-02;;;;;;;;;;;;;;;;
AT2G41900;OXS2;CCCH-type zinc finger protein with ARM repeat domain-containing protein(OXS2);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.1E-02;;;;;;;;;;;;;;;;
AT5G16610;AT5G16610;hypothetical protein(AT5G16610);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.3E-02;;;;;;;;;;;;;;;;
AT3G62880;ATOEP16-4;Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(ATOEP16-4);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.3E-02;;;;;;;;;;;;;;;;
AT3G20090;CYP705A18;cytochrome P450, family 705, subfamily A, polypeptide 18(CYP705A18);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;
AT4G36810;GGPS1;geranylgeranyl pyrophosphate synthase 1(GGPS1);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.0E-02;;;;;;;;;;;;;;;;
AT4G20360;RABE1b;RAB GTPase homolog E1B(RABE1b);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;2.0E-02;;;;;;;;;;;;;;;;
AT1G80550;AT1G80550;Pentatricopeptide repeat (PPR) superfamily protein(AT1G80550);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;3.3E-02;;;;;;;;;;;;;;;;
AT2G07687;AT2G07687;Cytochrome c oxidase, subunit III(AT2G07687);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;1.9E-02;;;;;;;;;;;;;;;;
AT2G01960;TET14;tetraspanin14(TET14);7;;1;2_3h;;;;;;;-0.4;;;;;;;;;;;;;;;;;;;;;;;1.6E-02;;;;;;;;;;;;;;;;
AT2G34730;AT2G34730;myosin heavy chain-like protein(AT2G34730);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.5E-02;;;;;;;;;;;;;;;;
AT5G26960;;Galactose oxidase/kelch repeat superfamily protein(AT5G26960);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;3.2E-02;;;;;;;;;;;;;;;;
AT1G55880;AT1G55880;Pyridoxal-5'-phosphate-dependent enzyme family protein(AT1G55880);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;5.7E-03;;;;;;;;;;;;;;;;
AT5G41860;AT5G41860;transmembrane protein(AT5G41860);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.5E-02;;;;;;;;;;;;;;;;
AT5G49610;AT5G49610;F-box family protein(AT5G49610);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.1E-02;;;;;;;;;;;;;;;;
AT1G80860;PLMT;phospholipid N-methyltransferase(PLMT);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.8E-02;;;;;;;;;;;;;;;;
AT1G49220;AT1G49220;RING/U-box superfamily protein(AT1G49220);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;9.5E-03;;;;;;;;;;;;;;;;
AT5G28430;;hypothetical protein(AT5G28430);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.7E-02;;;;;;;;;;;;;;;;
AT3G19515;AT3G19515;apoptosis inhibitor(AT3G19515);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.1E-02;;;;;;;;;;;;;;;;
AT4G35530;AT4G35530;phosphatidylinositolglycan-like protein(AT4G35530);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.1E-02;;;;;;;;;;;;;;;;
AT1G80610;AT1G80610;hypothetical protein(AT1G80610);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.4E-02;;;;;;;;;;;;;;;;
AT5G25570;AT5G25570;polyamine-modulated factor 1-binding protein(AT5G25570);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.9E-02;;;;;;;;;;;;;;;;
AT2G25420;AT2G25420;transducin family protein / WD-40 repeat family protein(AT2G25420);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;9.5E-03;;;;;;;;;;;;;;;;
AT5G52070;AT5G52070;Agenet domain-containing protein(AT5G52070);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.4E-02;;;;;;;;;;;;;;;;
AT5G14530;AT5G14530;Transducin/WD40 repeat-like superfamily protein(AT5G14530);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;1.7E-02;;;;;;;;;;;;;;;;
AT3G15351;AT3G15351;P53/DNA damage-regulated protein(AT3G15351);7;;1;2_3h;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;2.4E-02;;;;;;;;;;;;;;;;
AT4G18465;AT4G18465;RNA helicase family protein(AT4G18465);7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;5.5E-03;;;;;;;;;;;;;;;;
AT5G01620;TBL35;TRICHOME BIREFRINGENCE-LIKE 35(TBL35);7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.4E-02;;;;;;;;;;;;;;;;
AT1G03000;PEX6;peroxin 6(PEX6);7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;3.6E-03;;;;;;;;;;;;;;;;
AT3G54650;FBL17;RNI-like superfamily protein(FBL17);7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;9.4E-03;;;;;;;;;;;;;;;;
AT5G60230;SEN2;splicing endonuclease 2(SEN2);7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;1.1E-02;;;;;;;;;;;;;;;;
AT5G26615;;;7;;1;2_3h;;;;;;;-0.6;;;;;;;;;;;;;;;;;;;;;;;2.5E-02;;;;;;;;;;;;;;;;
AT2G45530;AT2G45530;RING/U-box superfamily protein(AT2G45530);7;;1;2_3h;;;;;;;-0.7;;;;;;;;;;;;;;;;;;;;;;;1.2E-02;;;;;;;;;;;;;;;;
AT5G11015;;;7;;1;2_3h;;;;;;;-0.8;;;;;;;;;;;;;;;;;;;;;;;1.6E-02;;;;;;;;;;;;;;;;
AT4G21070;BRCA1;breast cancer susceptibility1(BRCA1);8;;1;2_3h;;;;;;;;-0.5;;;;;;;;;;;;;;;;;;;;;;;4.2E-02;;;;;;;;;;;;;;;
AT3G12200;Nek7;NIMA-related kinase 7(Nek7);9;;1;2_3h;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;;;4.4E-02;;;;;;;;;;;;;;
AT4G13460;SUVH9;SU(VAR)3-9 homolog 9(SUVH9);9;;1;2_3h;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;;;3.9E-02;;;;;;;;;;;;;;
AT1G11730;AT1G11730;Galactosyltransferase family protein(AT1G11730);9;;1;2_3h;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;;;4.6E-02;;;;;;;;;;;;;;
AT2G11940;;hypothetical protein(AT2G11940);9;;1;2_3h;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;;;3.7E-02;;;;;;;;;;;;;;
